Date,Close,Trade_Volume,Return,Return_lag1,Return_lag2,Return_lag3,Trade_Volume_lag1,Trade_Volume_lag2,Trade_Volume_lag3,3D_MA,3D_MA_lag1,3D_MA_lag2,3D_MA_lag3,5D_MA,5D_MA_lag1,5D_MA_lag2,5D_MA_lag3,7D_MA,7D_MA_lag1,7D_MA_lag2,7D_MA_lag3,State,State_tmr
2018-01-01,0.17290542350220978,0.17290542350220978,-0.03526321538046984,0.09297263614446472,-0.11626478741613555,0.003402608085441461,0.1811886086580516,0.16120742021282708,0.18948174305695203,0.17176715079102953,0.17729259064261024,0.1797820784471643,0.19574611845332723,0.17868805350035089,0.18592687684617212,0.19237620811923778,0.19594169120550237,0.1879964389652071,0.18887206927119857,0.18832544993714356,0.1924665668057457,0.0,1.0
2018-01-02,0.19488936350656894,0.19488936350656894,0.09701105607905314,-0.03526321538046984,0.09297263614446472,-0.11626478741613555,0.17290542350220978,0.1811886086580516,0.16120742021282708,0.1829944652222768,0.17176715079102953,0.17729259064261024,0.1797820784471643,0.1799345117873219,0.17868805350035089,0.18592687684617212,0.19237620811923778,0.18534702446280554,0.1879964389652071,0.18887206927119857,0.18832544993714356,1.0,1.0
2018-01-03,0.19852155853346984,0.19852155853346984,0.014610795329948356,0.09701105607905314,-0.03526321538046984,0.09297263614446472,0.19488936350656894,0.17290542350220978,0.1811886086580516,0.18877211518074954,0.1829944652222768,0.17176715079102953,0.17729259064261024,0.18174247488262546,0.1799345117873219,0.17868805350035089,0.18592687684617212,0.18383588422025612,0.18534702446280554,0.1879964389652071,0.18887206927119857,1.0,1.0
2018-01-04,0.20512885951353058,0.20512885951353058,0.026195657851457055,0.014610795329948356,0.09701105607905314,-0.03526321538046984,0.19852155853346984,0.19488936350656894,0.17290542350220978,0.19951326051785645,0.18877211518074954,0.1829944652222768,0.17176715079102953,0.19052676274276617,0.18174247488262546,0.1799345117873219,0.17868805350035089,0.18618899671194425,0.18383588422025612,0.18534702446280554,0.1879964389652071,1.0,1.0
2018-01-05,0.23549886396664618,0.23549886396664618,0.11733292618339908,0.026195657851457055,0.014610795329948356,0.09701105607905314,0.20512885951353058,0.19852155853346984,0.19488936350656894,0.21304976067121553,0.19951326051785645,0.18877211518074954,0.1829944652222768,0.2013888138044851,0.19052676274276617,0.18174247488262546,0.1799345117873219,0.19276287112761484,0.18618899671194425,0.18383588422025612,0.18534702446280554,1.0,1.0
2018-01-06,0.2371166729321991,0.2371166729321991,0.005593964256002781,0.11733292618339908,0.026195657851457055,0.014610795329948356,0.23549886396664618,0.20512885951353058,0.19852155853346984,0.22591479880412527,0.21304976067121553,0.19951326051785645,0.18877211518074954,0.21423106369048295,0.2013888138044851,0.19052676274276617,0.18174247488262546,0.20360705008752514,0.19276287112761484,0.18618899671194425,0.18383588422025612,1.0,0.0
2018-01-07,0.2197040641012807,0.2197040641012807,-0.059873360586523594,0.005593964256002781,0.11733292618339908,0.026195657851457055,0.2371166729321991,0.23549886396664618,0.20512885951353058,0.23077320033337534,0.22591479880412527,0.21304976067121553,0.19951326051785645,0.21919400380942528,0.21423106369048295,0.2013888138044851,0.19052676274276617,0.20910925800798644,0.20360705008752514,0.19276287112761484,0.18618899671194425,0.0,0.0
2018-01-08,0.19800883105040432,0.19800883105040432,-0.07935014996273171,-0.059873360586523594,0.005593964256002781,0.11733292618339908,0.2197040641012807,0.2371166729321991,0.23549886396664618,0.21827652269462805,0.23077320033337534,0.22591479880412527,0.21304976067121553,0.21909145831281215,0.21919400380942528,0.21423106369048295,0.2013888138044851,0.21269545908629992,0.20910925800798644,0.20360705008752514,0.19276287112761484,0.0,0.0
2018-01-09,0.18847289723115654,0.18847289723115654,-0.03788368124221464,-0.07935014996273171,-0.059873360586523594,0.005593964256002781,0.19800883105040432,0.2197040641012807,0.2371166729321991,0.20206193079428056,0.21827652269462805,0.23077320033337534,0.22591479880412527,0.21576026585633734,0.21909145831281215,0.21919400380942528,0.21423106369048295,0.21177882104695528,0.21269545908629992,0.20910925800798644,0.20360705008752514,0.0,1.0
2018-01-10,0.19474334912906832,0.19474334912906832,0.02589167846556828,-0.03788368124221464,-0.07935014996273171,-0.059873360586523594,0.18847289723115654,0.19800883105040432,0.2197040641012807,0.19374169247020975,0.20206193079428056,0.21827652269462805,0.23077320033337534,0.20760916288882175,0.21576026585633734,0.21909145831281215,0.21919400380942528,0.2112390768463265,0.21177882104695528,0.21269545908629992,0.20910925800798644,1.0,0.0
