Date,Close,Trade_Volume,Return,3D_Volatility,5D_Volatility,7D_Volatility,3D_MA,5D_MA,7D_MA,Return_lag1,Return_lag2,Return_lag3,Trade_Volume_lag1,Trade_Volume_lag2,Trade_Volume_lag3,3D_MA_lag1,3D_MA_lag2,3D_MA_lag3,5D_MA_lag1,5D_MA_lag2,5D_MA_lag3,7D_MA_lag1,7D_MA_lag2,7D_MA_lag3,3D_Volatility_lag1,3D_Volatility_lag2,3D_Volatility_lag3,5D_Volatility_lag1,5D_Volatility_lag2,5D_Volatility_lag3,7D_Volatility_lag1,7D_Volatility_lag2,7D_Volatility_lag3,State,State_tmr
2018-01-01,0.17290542350220978,0.021168370199086094,-0.03526321538046984,0.10550354473259199,0.08051787904509863,0.0927150199562466,0.17176715079102953,0.17868805350035089,0.1879964389652071,0.09297263614446472,-0.11626478741613555,0.003402608085441461,0.026469705894812803,0.033124894553035675,0.029024555127820595,0.17729259064261024,0.1797820784471643,0.19574611845332723,0.18592687684617212,0.19237620811923778,0.19594169120550237,0.18887206927119857,0.18832544993714356,0.1924665668057457,0.10497886683431663,0.06109066973872547,0.04235942595068709,0.08045507366574997,0.10123166411480143,0.08275557241372665,0.09141831101762633,0.08460844715172408,0.07542294451721339,0.0,1.0
2018-01-02,0.19488936350656894,0.040003330948316214,0.09701105607905314,0.07522989802602945,0.09010716613118151,0.08036681633287664,0.1829944652222768,0.1799345117873219,0.18534702446280554,-0.03526321538046984,0.09297263614446472,-0.11626478741613555,0.021168370199086094,0.026469705894812803,0.033124894553035675,0.17176715079102953,0.17729259064261024,0.1797820784471643,0.17868805350035089,0.18592687684617212,0.19237620811923778,0.1879964389652071,0.18887206927119857,0.18832544993714356,0.10550354473259199,0.10497886683431663,0.06109066973872547,0.08051787904509863,0.08045507366574997,0.10123166411480143,0.0927150199562466,0.09141831101762633,0.08460844715172408,1.0,0.0
2018-01-03,0.19852155853346984,0.040076022758164576,0.014610795329948356,0.06680032785100554,0.09009205875713523,0.08065019355922838,0.18877211518074954,0.18174247488262546,0.18383588422025612,0.09701105607905314,-0.03526321538046984,0.09297263614446472,0.040003330948316214,0.021168370199086094,0.026469705894812803,0.1829944652222768,0.17176715079102953,0.17729259064261024,0.1799345117873219,0.17868805350035089,0.18592687684617212,0.18534702446280554,0.1879964389652071,0.18887206927119857,0.07522989802602945,0.10550354473259199,0.10497886683431663,0.09010716613118151,0.08051787904509863,0.08045507366574997,0.08036681633287664,0.0927150199562466,0.09141831101762633,0.0,0.0
2018-01-04,0.20512885951353058,0.054187157423175474,0.026195657851457055,0.044607235282510975,0.05601803769697836,0.07388178404498315,0.19951326051785645,0.19052676274276617,0.18618899671194425,0.014610795329948356,0.09701105607905314,-0.03526321538046984,0.040076022758164576,0.040003330948316214,0.021168370199086094,0.18877211518074954,0.1829944652222768,0.17176715079102953,0.18174247488262546,0.1799345117873219,0.17868805350035089,0.18383588422025612,0.18534702446280554,0.1879964389652071,0.06680032785100554,0.07522989802602945,0.10550354473259199,0.09009205875713523,0.09010716613118151,0.08051787904509863,0.08065019355922838,0.08036681633287664,0.0927150199562466,0.0,1.0
2018-01-05,0.23549886396664618,0.06009933439810595,0.11733292618339908,0.056261364608589874,0.06255250764019149,0.08362752754853378,0.21304976067121553,0.2013888138044851,0.19276287112761484,0.026195657851457055,0.014610795329948356,0.09701105607905314,0.054187157423175474,0.040076022758164576,0.040003330948316214,0.19951326051785645,0.18877211518074954,0.1829944652222768,0.19052676274276617,0.18174247488262546,0.1799345117873219,0.18618899671194425,0.18383588422025612,0.18534702446280554,0.044607235282510975,0.06680032785100554,0.07522989802602945,0.05601803769697836,0.09009205875713523,0.09010716613118151,0.07388178404498315,0.08065019355922838,0.08036681633287664,1.0,0.0
2018-01-06,0.2371166729321991,0.04422118590633428,0.005593964256002781,0.0594643129260757,0.051263077453235585,0.0570219231211902,0.22591479880412527,0.21423106369048295,0.20360705008752514,0.11733292618339908,0.026195657851457055,0.014610795329948356,0.06009933439810595,0.054187157423175474,0.040076022758164576,0.21304976067121553,0.19951326051785645,0.18877211518074954,0.2013888138044851,0.19052676274276617,0.18174247488262546,0.19276287112761484,0.18618899671194425,0.18383588422025612,0.056261364608589874,0.044607235282510975,0.06680032785100554,0.06255250764019149,0.05601803769697836,0.09009205875713523,0.08362752754853378,0.07388178404498315,0.08065019355922838,0.0,0.0
2018-01-07,0.2197040641012807,0.037185873836098685,-0.059873360586523594,0.0896043472768231,0.06349298371877043,0.06457484218789297,0.23077320033337534,0.21919400380942528,0.20910925800798644,0.005593964256002781,0.11733292618339908,0.026195657851457055,0.04422118590633428,0.06009933439810595,0.054187157423175474,0.22591479880412527,0.21304976067121553,0.19951326051785645,0.21423106369048295,0.2013888138044851,0.19052676274276617,0.20360705008752514,0.19276287112761484,0.18618899671194425,0.0594643129260757,0.056261364608589874,0.044607235282510975,0.051263077453235585,0.06255250764019149,0.05601803769697836,0.0570219231211902,0.08362752754853378,0.07388178404498315,0.0,0.0
2018-01-08,0.19800883105040432,0.04450649250707963,-0.07935014996273171,0.044498723739839714,0.07801632507129032,0.07289351636746558,0.21827652269462805,0.21909145831281215,0.21269545908629992,-0.059873360586523594,0.005593964256002781,0.11733292618339908,0.037185873836098685,0.04422118590633428,0.06009933439810595,0.23077320033337534,0.22591479880412527,0.21304976067121553,0.21919400380942528,0.21423106369048295,0.2013888138044851,0.20910925800798644,0.20360705008752514,0.19276287112761484,0.0896043472768231,0.0594643129260757,0.056261364608589874,0.06349298371877043,0.051263077453235585,0.06255250764019149,0.06457484218789297,0.0570219231211902,0.08362752754853378,0.0,0.0
2018-01-09,0.18847289723115654,0.039467190970446084,-0.03788368124221464,0.020745920684238587,0.07830652256266692,0.0658139845102175,0.20206193079428056,0.21576026585633734,0.21177882104695528,-0.07935014996273171,-0.059873360586523594,0.005593964256002781,0.04450649250707963,0.037185873836098685,0.04422118590633428,0.21827652269462805,0.23077320033337534,0.22591479880412527,0.21909145831281215,0.21919400380942528,0.21423106369048295,0.21269545908629992,0.20910925800798644,0.20360705008752514,0.044498723739839714,0.0896043472768231,0.0594643129260757,0.07801632507129032,0.06349298371877043,0.051263077453235585,0.07289351636746558,0.06457484218789297,0.0570219231211902,0.0,0.0
2018-01-10,0.19474334912906832,0.044756175501816806,0.02589167846556828,0.05301353126787295,0.04409360285418974,0.06642127248642299,0.19374169247020975,0.20760916288882175,0.2112390768463265,-0.03788368124221464,-0.07935014996273171,-0.059873360586523594,0.039467190970446084,0.04450649250707963,0.037185873836098685,0.20206193079428056,0.21827652269462805,0.23077320033337534,0.21576026585633734,0.21909145831281215,0.21919400380942528,0.21177882104695528,0.21269545908629992,0.20910925800798644,0.020745920684238587,0.044498723739839714,0.0896043472768231,0.07830652256266692,0.07801632507129032,0.06349298371877043,0.0658139845102175,0.07289351636746558,0.06457484218789297,0.0,0.0
