created_at,Replies,Retweets,Likes,Volume,textblob_average,NLTK_average,textblob_weighted,NLTK_weighted,Replies_lag1,Replies_lag2,Replies_lag3,Retweets_lag1,Retweets_lag2,Retweets_lag3,Likes_lag1,Likes_lag2,Likes_lag3,Volume_lag1,Volume_lag2,Volume_lag3,textblob_average_lag1,textblob_average_lag2,textblob_average_lag3,NLTK_average_lag1,NLTK_average_lag2,NLTK_average_lag3,textblob_weighted_lag1,textblob_weighted_lag2,textblob_weighted_lag3,NLTK_weighted_lag1,NLTK_weighted_lag2,NLTK_weighted_lag3
2018-01-01,0.01892225980412133,0.017289860132543116,0.02146971897545101,0.03150461705594786,0.49844193432553063,0.6970558968938683,0.48598493906557966,0.5969117433526437,0.02596773390204255,0.015195765470837804,0.021824669120809957,0.02835898322669895,0.015471440010309156,0.027996620888591763,0.02221242903884662,0.01645642604753065,0.02033005923531577,0.04698533405757742,0.05540467137425313,0.06246605105920697,0.5168437855336834,0.36134807536058117,0.434097243619588,0.7142621436161999,0.48284292807723744,0.5225750179319739,0.6033549256524001,0.498805037217727,0.5468759750084002,0.6245571078791206,0.5039584269590844,0.6091024110156305
2018-01-02,0.028267927245065674,0.03749514004918877,0.0289973367608441,0.06925583921781642,0.4452566785815252,0.4649365537455476,0.4883021359057915,0.5622390513163356,0.01892225980412133,0.02596773390204255,0.015195765470837804,0.017289860132543116,0.02835898322669895,0.015471440010309156,0.02146971897545101,0.02221242903884662,0.01645642604753065,0.03150461705594786,0.04698533405757742,0.05540467137425313,0.49844193432553063,0.5168437855336834,0.36134807536058117,0.6970558968938683,0.7142621436161999,0.48284292807723744,0.48598493906557966,0.6033549256524001,0.498805037217727,0.5969117433526437,0.6245571078791206,0.5039584269590844
2018-01-03,0.025596442850609684,0.04813801929882338,0.05519182721101668,0.08527973927213472,0.6547518853294365,0.7203744939487009,0.5416017637084509,0.5755107817908819,0.028267927245065674,0.01892225980412133,0.02596773390204255,0.03749514004918877,0.017289860132543116,0.02835898322669895,0.0289973367608441,0.02146971897545101,0.02221242903884662,0.06925583921781642,0.03150461705594786,0.04698533405757742,0.4452566785815252,0.49844193432553063,0.5168437855336834,0.4649365537455476,0.6970558968938683,0.7142621436161999,0.4883021359057915,0.48598493906557966,0.6033549256524001,0.5622390513163356,0.5969117433526437,0.6245571078791206
2018-01-04,0.023173995136992816,0.01893315681477998,0.020568322112796064,0.06300923411189573,0.4281966096610531,0.49158769006398123,0.538647030834261,0.5538719028956285,0.025596442850609684,0.028267927245065674,0.01892225980412133,0.04813801929882338,0.03749514004918877,0.017289860132543116,0.05519182721101668,0.0289973367608441,0.02146971897545101,0.08527973927213472,0.06925583921781642,0.03150461705594786,0.6547518853294365,0.4452566785815252,0.49844193432553063,0.7203744939487009,0.4649365537455476,0.6970558968938683,0.5416017637084509,0.4883021359057915,0.48598493906557966,0.5755107817908819,0.5622390513163356,0.5969117433526437
2018-01-05,0.02472255049784696,0.023096468784522175,0.01675658143029391,0.05296034763715374,0.36369179120849604,0.6548407581147627,0.5232564144643503,0.5658884038849721,0.023173995136992816,0.025596442850609684,0.028267927245065674,0.01893315681477998,0.04813801929882338,0.03749514004918877,0.020568322112796064,0.05519182721101668,0.0289973367608441,0.06300923411189573,0.08527973927213472,0.06925583921781642,0.4281966096610531,0.6547518853294365,0.4452566785815252,0.49158769006398123,0.7203744939487009,0.4649365537455476,0.538647030834261,0.5416017637084509,0.4883021359057915,0.5538719028956285,0.5755107817908819,0.5622390513163356
2018-01-06,0.01558969622052877,0.015530915895591187,0.01832111227812351,0.04780010863661055,0.2973481453690013,0.5290052504208511,0.43367436594372794,0.5619223168257952,0.02472255049784696,0.023173995136992816,0.025596442850609684,0.023096468784522175,0.01893315681477998,0.04813801929882338,0.01675658143029391,0.020568322112796064,0.05519182721101668,0.05296034763715374,0.06300923411189573,0.08527973927213472,0.36369179120849604,0.4281966096610531,0.6547518853294365,0.6548407581147627,0.49158769006398123,0.7203744939487009,0.5232564144643503,0.538647030834261,0.5416017637084509,0.5658884038849721,0.5538719028956285,0.5755107817908819
2018-01-07,0.01738276032257042,0.025064680025244215,0.03839708649175131,0.04698533405757742,0.3899976170629823,0.5291183680620045,0.8075176545031346,0.769906545894635,0.01558969622052877,0.02472255049784696,0.023173995136992816,0.015530915895591187,0.023096468784522175,0.01893315681477998,0.01832111227812351,0.01675658143029391,0.020568322112796064,0.04780010863661055,0.05296034763715374,0.06300923411189573,0.2973481453690013,0.36369179120849604,0.4281966096610531,0.5290052504208511,0.6548407581147627,0.49158769006398123,0.43367436594372794,0.5232564144643503,0.538647030834261,0.5619223168257952,0.5658884038849721,0.5538719028956285
2018-01-08,0.022766480568346986,0.02244223404641983,0.01830994370574162,0.06382400869092886,0.3639724275448308,0.4260029853541255,0.4744675032084793,0.506711645016629,0.01738276032257042,0.01558969622052877,0.02472255049784696,0.025064680025244215,0.015530915895591187,0.023096468784522175,0.03839708649175131,0.01832111227812351,0.01675658143029391,0.04698533405757742,0.04780010863661055,0.05296034763715374,0.3899976170629823,0.2973481453690013,0.36369179120849604,0.5291183680620045,0.5290052504208511,0.6548407581147627,0.8075176545031346,0.43367436594372794,0.5232564144643503,0.769906545894635,0.5619223168257952,0.5658884038849721
2018-01-09,0.03268719634504711,0.028846905767068207,0.026256382955455543,0.06925583921781642,0.3299171797841373,0.29305415952384206,0.42560249410139755,0.37893535891113345,0.022766480568346986,0.01738276032257042,0.01558969622052877,0.02244223404641983,0.025064680025244215,0.015530915895591187,0.01830994370574162,0.03839708649175131,0.01832111227812351,0.06382400869092886,0.04698533405757742,0.04780010863661055,0.3639724275448308,0.3899976170629823,0.2973481453690013,0.4260029853541255,0.5291183680620045,0.5290052504208511,0.4744675032084793,0.8075176545031346,0.43367436594372794,0.506711645016629,0.769906545894635,0.5619223168257952
2018-01-10,0.02988892964034575,0.02962559930214962,0.029980171130450324,0.08419337316675721,0.2708900263346895,0.491556717729254,0.5344465146095826,0.43388860237585075,0.03268719634504711,0.022766480568346986,0.01738276032257042,0.028846905767068207,0.02244223404641983,0.025064680025244215,0.026256382955455543,0.01830994370574162,0.03839708649175131,0.06925583921781642,0.06382400869092886,0.04698533405757742,0.3299171797841373,0.3639724275448308,0.3899976170629823,0.29305415952384206,0.4260029853541255,0.5291183680620045,0.42560249410139755,0.4744675032084793,0.8075176545031346,0.37893535891113345,0.506711645016629,0.769906545894635
